CAN_ID,p_des,p_act,tff_des,tff_act
0x0004,0,-0.000572205,0.0349045,-0.054945
0x0004,4.8405e-05,-0.000572205,0.0378088,0.0305252
0x0004,0.000193807,-0.000572205,0.0465329,0.054945
0x0004,0.00043602,-0.000572205,0.0610657,0.0671558
0x0004,0.000775136,-0.000190735,0.058143,0.0915756
0x0004,0.00121106,-0.000190735,0.0842986,0.128204
0x0004,0.0017438,-0.000190735,0.116263,0.128204
0x0004,0.00237334,-0.000190735,0.154036,0.177046
0x0004,0.00309961,-0.000190735,0.197611,0.189255
0x0004,0.00392259,-0.000190735,0.24699,0.250305
0x0004,0.00484228,0.000190735,0.278902,0.299145
0x0004,0.00585851,0.000190735,0.339876,0.372406
0x0004,0.00697126,0.000190735,0.406641,0.433455
0x0004,0.00818045,0.000572205,0.455923,0.506716
0x0004,0.00948608,0.00171661,0.464451,0.494505
0x0004,0.010888,0.00362396,0.432221,0.433455
0x0004,0.0123862,0.00629425,0.359221,0.262516
0x0004,0.0139804,0.00934601,0.26872,0.103785
0x0004,0.0156708,0.0127792,0.160713,-0.0793648
0x0004,0.0174571,0.0127792,0.267892,-0.0793648
0x0004,0.0193391,0.015831,0.194654,-0.189255
0x0004,0.0213168,0.0181198,0.173702,-0.238094
0x0004,0.0233902,0.0196457,0.205026,-0.262516
0x0004,0.025559,0.0200272,0.311882,0.0427341
0x0004,0.0278232,0.0196457,0.471002,0.152626
0x0004,0.0301825,0.0200272,0.589291,0.299145
0x0004,0.0326367,0.0204086,0.713275,0.409035
0x0004,0.035186,0.021553,0.796423,0.457876
0x0004,0.0378299,0.0242233,0.79217,0.543346
0x0004,0.0405684,0.0276566,0.747053,0.457876
0x0004,0.0434012,0.0318537,0.661,0.311356
0x0004,0.0463283,0.0364313,0.557388,0.189255
0x0004,0.0493494,0.0413904,0.436151,0.0183144
0x0004,0.0524644,0.0459681,0.343813,-0.0915756
0x0004,0.0556731,0.0501642,0.280368,-0.177046
0x0004,0.0589752,0.0535975,0.269068,-0.177046
0x0004,0.0623705,0.0551233,0.379707,-0.103785
0x0004,0.0658589,0.0551233,0.589013,0.189255
0x0004,0.0694402,0.0543604,0.850426,0.384615
0x0004,0.073114,0.0543604,1.07085,0.409035
0x0004,0.0768802
